,utterance_id,transcript_raw,response_transcript_raw,is_grammatical,labels,transcript_file,child_name,transcript_clean,response_transcript_clean
137,20,eat Mummy- chip .,eat Mummy's chips .,False,possessive,data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-07-29.annotated.cex,thomas,eat Mummy- chip.,eat Mummy's chips.
138,21,hold Mummy- fork .,you want to hold Mummy's fork .,False,"possessive, subject, auxiliary",data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-07-29.annotated.cex,thomas,hold Mummy- fork.,you want to hold Mummy's fork.
139,22,fork eating .,eating with the fork .,False,"preposition, determiner",data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-07-29.annotated.cex,thomas,fork eating.,eating with the fork.
140,23,went outside .,it went,False,subject,data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-07-29.annotated.cex,thomas,went outside.,it went.
141,24,went outside .,it went everywhere didn't it ?,False,subject,data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-07-29.annotated.cex,thomas,went outside.,it went everywhere didn't it?
142,25,went outside .,it went up in the air .,False,subject,data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-07-29.annotated.cex,thomas,went outside.,it went up in the air.
143,26,sweep fork fork .,you're sweeping up some crumbs with the fork are you ?,False,"subject, preposition, determiner",data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-07-29.annotated.cex,thomas,sweep fork.,you're sweeping up some crumbs with the fork are you?
144,27,drop it .,did you drop it ?,False,subject,data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-07-29.annotated.cex,thomas,drop it.,did you drop it?
145,28,not spill .,"it will spill , sweetheart .",False,"subject, auxiliary",data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-07-29.annotated.cex,thomas,not spill.,"it will spill, sweetheart."
146,29,not everywhere .,it will go everywhere .,False,"subject, auxiliary",data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-07-29.annotated.cex,thomas,not everywhere.,it will go everywhere.
147,30,have a train .,you want to play with your trains .,False,"subject, auxiliary",data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-07-29.annotated.cex,thomas,have a train.,you want to play with your trains.
148,31,funny shout .,it's a silly shout .,False,"subject, verb",data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-07-29.annotated.cex,thomas,funny shout.,it's a silly shout.
149,32,got big parcel here for you .,you've got a big what for me ?,False,"subject, determiner",data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-07-29.annotated.cex,thomas,got big parcel here for you.,you've got a big what for me?
150,33,big parcel .,a big parcel .,False,determiner,data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-07-29.annotated.cex,thomas,big parcel.,a big parcel.
151,34,a train .,oh can you hear a train ?,False,"subject, verb",data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-07-29.annotated.cex,thomas,a train.,oh can you hear a train?
152,35,wind rough .,the wind's rough .,False,"determiner, verb",data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-07-29.annotated.cex,thomas,wind rough.,the wind's rough.
153,36,the tree nice and smooth .,the trees are nice and smooth .,False,verb,data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-07-29.annotated.cex,thomas,the tree nice and smooth.,the trees are nice and smooth.
154,37,&m Mummy roll it .,what do you mean Mummy roll it ?,True,,data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-07-29.annotated.cex,thomas,Mummy roll it.,what do you mean Mummy roll it?
155,38,orange go in .,the orange'll go in the back of the train won't it ?,False,"auxiliary, determiner",data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-07-29.annotated.cex,thomas,orange go in.,the orange'll go in the back of the train won't it?
156,39,very cross now .,who's very cross ?,False,subject,data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-07-29.annotated.cex,thomas,very cross now.,who's very cross?
157,40,fat controller .,the fat controller's very cross .,False,"determiner, verb",data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-07-29.annotated.cex,thomas,fat controller.,the fat controller's very cross.
158,41,what a@p brought ?,what have I brought ?,False,"auxiliary, subject",data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-07-29.annotated.cex,thomas,what brought?,what have I brought?
159,42,probably gone somewhere .,they've probably gone somewhere .,False,"subject, auxiliary",data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-07-29.annotated.cex,thomas,probably gone somewhere.,they've probably gone somewhere.
160,43,a@p rolling it .,you're rolling it .,False,"subject, auxiliary",data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-07-29.annotated.cex,thomas,rolling it.,you're rolling it.
161,44,a passenger .,he makes a good passenger doesn't he ?,False,"subject, verb",data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-07-29.annotated.cex,thomas,a passenger.,he makes a good passenger doesn't he?
162,45,everybody sit down the train .,everybody sit down on the train .,False,preposition,data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-07-29.annotated.cex,thomas,everybody sit down the train.,everybody sit down on the train.
163,46,lot of mans .,two men .,False,plural,data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-07-29.annotated.cex,thomas,lot of mans.,two men.
164,47,going a@p MacDonalds .,it's going to MacDonalds .,False,"subject, auxiliary, preposition",data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-07-29.annotated.cex,thomas,going MacDonalds.,it's going to MacDonalds.
165,48,the sun shine in my house .,the sun shining in your house .,False,present_progressive,data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-07-29.annotated.cex,thomas,the sun shine in my house.,the sun shining in your house.
166,49,drop my orange .,you've dropped your orange .,False,"subject, auxiliary, past",data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-07-29.annotated.cex,thomas,drop my orange.,you've dropped your orange.
167,50,gone no airport .,it has not gone to the airport .,False,"subject, auxiliary, preposition, determiner",data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-07-29.annotated.cex,thomas,gone no airport.,it has not gone to the airport.
168,51,mail train .,the mail train .,False,determiner,data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-07-29.annotated.cex,thomas,mail train.,the mail train.
169,52,not fit in .,will it not fit in ?,False,"subject, auxiliary",data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-07-29.annotated.cex,thomas,not fit in.,will it not fit in?
170,53,drop a stamp .,you've dropped a stamp .,False,"subject, auxiliary, past",data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-07-29.annotated.cex,thomas,drop a stamp.,you've dropped a stamp.
171,54,fell down .,what fell down ?,False,subject,data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-07-29.annotated.cex,thomas,fell down.,what fell down?
172,55,a bit of stick .,a bit of stick fell down .,False,verb,data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-07-29.annotated.cex,thomas,a bit of stick.,a bit of stick fell down.
173,56,beg your pardon .,I beg your pardon .,False,subject,data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-07-29.annotated.cex,thomas,beg your pardon.,I beg your pardon.
174,57,hold skin .,hold the skin .,False,determiner,data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-07-29.annotated.cex,thomas,hold skin.,hold the skin.
175,58,big mail train .,oh it's the big mail train is it ?,False,"subject, verb, determiner",data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-07-29.annotated.cex,thomas,big mail train.,oh it's the big mail train is it?
176,59,what funny noise .,what a funny noise .,False,determiner,data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-07-29.annotated.cex,thomas,what funny noise.,what a funny noise.
177,60,what funny noise .,that was a funny noise then .,False,determiner,data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-07-29.annotated.cex,thomas,what funny noise.,that was a funny noise then.
178,61,not think so .,you don't think so .,False,"subject, auxiliary",data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-07-29.annotated.cex,thomas,not think so.,you don't think so.
179,62,a@p funny .,you do look funny .,False,"subject, verb",data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-07-29.annotated.cex,thomas,funny.,you do look funny.
180,63,eating mints .,you were eating chocolates and eating mints .,False,"subject, auxiliary",data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-07-29.annotated.cex,thomas,eating mints.,you were eating chocolates and eating mints.
181,64,er not go out .,do you not fancy going out ?,False,"subject, auxiliary",data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-07-29.annotated.cex,thomas,not go out.,do you not fancy going out?
182,65,get down there .,you want to get down .,False,"subject, auxiliary",data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-07-29.annotated.cex,thomas,get down there.,you want to get down.
183,66,get down there .,I think you can get down .,False,"subject, auxiliary",data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-07-29.annotated.cex,thomas,get down there.,I think you can get down.
184,0,xxx sleeping .,oh are you sleeping after a very busy night ?,False,"subject, auxiliary",data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,sleeping.,oh are you sleeping after a very busy night?
185,1,trapped in a duhduhduh fire .,somebody's trapped in a duhduhduh fire ?,False,"subject, auxiliary",data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,trapped in a duhduhduh fire.,somebody's trapped in a duhduhduh fire?
186,2,what for ?,what do you mean what for ?,True,,data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,what for?,what do you mean what for?
187,3,it's Smacks called .,it's Smacks they're called ?,False,"subject, auxiliary",data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,it's Smacks called.,it's Smacks they're called?
188,4,bit grumpy .,a bit grumpy ?,False,determiner,data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,bit grumpy.,a bit grumpy?
189,5,think it's a crocodile me .,you think it's a crocodile do you ?,False,other,data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,think it's a crocodile me.,you think it's a crocodile do you?
190,6,your have a blue .,I'll have a blue one .,False,auxiliary,data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,your have a blue.,I'll have a blue one.
191,7,&bout some tunnels ?,and what about some tunnels ?,False,other,data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,some tunnels?,and what about some tunnels?
192,8,mine not crunchy just your not me .,are you saying mine isn't crunchy just yours ?,False,"verb, possessive",data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,mine not crunchy just your not me.,are you saying mine isn't crunchy just yours?
193,9,a windmill eat you all up .,the windmill's going to eat it us up ?,False,auxiliary,data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,a windmill eat you all up.,the windmill's going to eat it us up?
194,10,I Thomas Henry Lastname am .,I know you just told us you're Thomas Henry Lastname .,False,other,data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,I Thomas Henry Lastname am.,I know you just told us you're Thomas Henry Lastname.
195,11,I not know .,you don't know ?,False,auxiliary,data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,I not know.,you don't know?
196,12,I not know .,I don't know either .,False,auxiliary,data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,I not know.,I don't know either.
197,13,Purdie got little fat nose .,"you got a little fat nose , Purdie ?",False,determiner,data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,Purdie got little fat nose.,"you got a little fat nose, Purdie?"
198,14,that one working now .,"what's working now , Thomas ?",False,auxiliary,data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,that one working now.,"what's working now, Thomas?"
199,15,that other thing it's working now .,what's working ?,True,,data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,that other thing it's working now.,what's working?
200,16,that working there .,what's working ?,False,auxiliary,data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,that working there.,what's working?
201,17,I need that little toy pussy cats .,"what do you need , Thomas ?",True,,data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,I need that little toy pussy cats.,"what do you need, Thomas?"
202,18,little toy pussy cat there some more biscuit .,oh the toy pussy cat for more biscuits ?,False,"determiner, preposition",data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,little toy pussy cat there some more biscuit.,oh the toy pussy cat for more biscuits?
203,19,sniffing my nappies .,is he sniffing your nappies ?,False,"subject, auxiliary",data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,sniffing my nappies.,is he sniffing your nappies?
204,20,a child on board .,what's on board ?,False,verb,data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,a child on board.,what's on board?
205,21,silly song .,a silly song .,False,determiner,data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,silly song.,a silly song.
206,22,go out there play my hosepipe like a fireman .,and go in the garden and play with the hosepipe as if you were Fireman Sam ?,False,preposition,data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,go out there play my hosepipe like a fireman.,and go in the garden and play with the hosepipe as if you were Fireman Sam?
207,23,go up downstairs and get my wellingtons and play a sand pit .,you want to play in the sand pit now do you ?,False,"preposition, subject, auxiliary",data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,go up downstairs and get my wellingtons and play a sand pit.,you want to play in the sand pit now do you?
208,24,silly billy playing in sand pit .,silly billy playing in the sand pit .,False,determiner,data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,silly billy playing in sand pit.,silly billy playing in the sand pit.
209,25,not need a banana .,do you not need a banana ?,False,"subject, auxiliary",data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,not need a banana.,do you not need a banana?
210,26,play a@p sand pit .,"well I don't think you'll play with the sand pit , Thomas .",False,"subject, preposition",data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,play sand pit.,"well I don't think you'll play with the sand pit, Thomas."
211,27,picking my nose .,you're picking your nose ?,False,"subject, auxiliary",data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,picking my nose.,you're picking your nose?
212,28,put it on my chair .,you've put it on your chair ?,False,"subject, auxiliary",data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,put it on my chair.,you've put it on your chair?
213,29,machine squash it all the way home .,what machine squashes it all the way home ?,False,sv_agreement,data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,machine squash it all the way home.,what machine squashes it all the way home?
214,30,er elephants jumper .,the elephant jumper ?,False,"determiner, plural",data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,elephants jumper.,the elephant jumper?
215,31,and tail on on on the back .,it has a tail on the back .,False,"subject, verb, determiner",data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,and tail on the back.,it has a tail on the back.
216,32,I think I think I nick somebody .,you think you've nicked somebody ?,False,"auxiliary, past",data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,I think I nick somebody.,you think you've nicked somebody?
217,33,I being &croc er elephant a crocodile bite something all up .,you're a crocodile biting something all up ?,False,"present_progressive, other",data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,I being elephant a crocodile bite something all up.,you're a crocodile biting something all up?
218,34,that a good word a@p say .,that's a good word to say is it ?,False,verb,data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,that a good word say.,that's a good word to say is it?
219,35,want a@p do the@p need a@p toothbrush now .,you want your toothbrush ?,False,subject,data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,want do need toothbrush now.,you want your toothbrush?
220,36,I not know .,you don't know .,False,auxiliary,data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,I not know.,you don't know.
221,37,"Mummy , not a problem [=! crying] .",is there not a problem ?,False,verb,data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,"Mummy, not a problem.",is there not a problem?
222,38,I not know .,you don't know ?,False,auxiliary,data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,I not know.,you don't know?
223,39,I not need a kiss .,you don't need a kiss ?,False,auxiliary,data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,I not need a kiss.,you don't need a kiss?
224,40,I Felix sitting on a chair .,you're Felix ?,False,verb,data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,I Felix sitting on a chair.,you're Felix?
225,41,not Felix .,Felix doesn't does he ?,False,verb,data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,not Felix.,Felix doesn't does he?
226,42,naughty thing say .,a naughty thing to say ?,False,determiner,data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,naughty thing say.,a naughty thing to say?
227,43,naughty thing say .,it's a silly thing to say isn't it ?,False,"determiner, subject, auxiliary",data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,naughty thing say.,it's a silly thing to say isn't it?
228,44,I going now .,where are you going ?,False,auxiliary,data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,I going now.,where are you going?
229,45,Stockport buy more cat food .,you're going to Stockport to buy some more cat food are you ?,False,"subject, verb, preposition",data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,Stockport buy more cat food.,you're going to Stockport to buy some more cat food are you?
230,46,pussy cat sleeping on a@p bed .,is pussy cat sleeping on his bed ?,False,auxiliary,data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,pussy cat sleeping on bed.,is pussy cat sleeping on his bed?
231,47,need now .,you need your bottle of powder now ?,False,"subject, object",data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,need now.,you need your bottle of powder now?
232,48,"you being dirty , Mummy .",I'm being dirty ?,False,auxiliary,data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,"you being dirty, Mummy.",I'm being dirty?
233,49,a a dog .,is she taking her dog for a walk ?,False,"subject, verb",data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,a dog.,is she taking her dog for a walk?
234,50,that's big .,what's big ?,True,,data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-2-11-05.annotated.cex,thomas,that's big.,what's big?
235,0,mend it .,who mends it ?,False,"sv_agreement, subject",data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-3-06-01.annotated.cex,thomas,mend it.,who mends it?
236,1,found you  !,you found me already ?,False,subject,data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-3-06-01.annotated.cex,thomas,found you!,you found me already?
237,2,"Mummy , can I just put it that on a &mantle .",on the mantlepiece ?,False,other,data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-3-06-01.annotated.cex,thomas,"Mummy, can I just put it that on a.",on the mantlepiece?
238,3,there's ambulance there .,where's the ambulance ?,False,determiner,data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-3-06-01.annotated.cex,thomas,there's ambulance there.,where's the ambulance?
239,4,no there's just two one .,oh there's just the two .,False,"determiner, other",data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-3-06-01.annotated.cex,thomas,no there's just two one.,oh there's just the two.
240,5,there but they stuck .,are they stuck ?,False,auxiliary,data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-3-06-01.annotated.cex,thomas,there but they stuck.,are they stuck?
241,6,stupid flector  .,who's a stupid flector ?,False,"subject, verb, determiner",data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-3-06-01.annotated.cex,thomas,stupid flector.,who's a stupid flector?
242,7,stupid picture .,why is it a stupid picture ?,False,"subject, verb, determiner",data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-3-06-01.annotated.cex,thomas,stupid picture.,why is it a stupid picture?
243,8,reversing that way .,is he going to reverse that way ?,False,"subject, auxiliary",data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-3-06-01.annotated.cex,thomas,reversing that way.,is he going to reverse that way?
244,9,there where you check tummys .,is that where you checky tummys .,False,verb,data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-3-06-01.annotated.cex,thomas,there where you check tummys.,is that where you checky tummys.
245,10,we just lift that go under we do it .,and then do what ?,False,other,data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-3-06-01.annotated.cex,thomas,we just lift that go under we do it.,and then do what?
246,11,two hours .,you can xxx two hours ?,False,"subject, auxiliary",data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-3-06-01.annotated.cex,thomas,two hours.,you can two hours?
247,12,I'm a b and q man to drives a truck .,who's the b and q man ?,True,,data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-3-06-01.annotated.cex,thomas,I'm a b and q man to drives a truck.,who's the b and q man?
248,13,put a b and q man to drive a truck in the,in the what ?,False,object,data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-3-06-01.annotated.cex,thomas,put a b and q man to drive a truck in the.,in the what?
249,14,in the jail !,are you gone back into jail again ?,False,"subject, verb",data/hiller_fernandez_2016/data/annotated_data/Thomas/Thomas-3-06-01.annotated.cex,thomas,in the jail!,are you gone back into jail again?
250,0,what about kiss ?,what about a kiss ?,False,determiner,data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-01-25.60.annotated.cex,lara,what about kiss?,what about a kiss?
251,1,xxx cold .,are they cold ?,False,"subject, verb",data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-01-25.60.annotated.cex,lara,cold.,are they cold?
252,2,just orange one .,just what ?,False,determiner,data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-01-25.60.annotated.cex,lara,just orange one.,just what?
253,3,just orange one .,just the orange one ?,False,determiner,data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-01-25.60.annotated.cex,lara,just orange one.,just the orange one?
254,4,it it for Heidi and samantha .,this is for Heidi and samanatha .,False,verb,data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-01-25.60.annotated.cex,lara,it for Heidi and samantha.,this is for Heidi and samanatha.
255,5,can't put it on .,you can't put it on ?,False,subject,data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-01-25.60.annotated.cex,lara,can't put it on.,you can't put it on?
256,6,want this book .,do you want the postman pats or do you want winne therpoohs ?,False,subject,data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-01-25.60.annotated.cex,lara,want this book.,do you want the postman pats or do you want winne therpoohs?
257,7,want mummy .,what about mummy ?,False,subject,data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-01-25.60.annotated.cex,lara,want mummy.,what about mummy?
258,8,want mummy .,do you want mummy to do it ?,False,subject,data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-01-25.60.annotated.cex,lara,want mummy.,do you want mummy to do it?
259,9,no put that down .,don't have to put it down .,False,auxiliary,data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-01-25.60.annotated.cex,lara,no put that down.,don't have to put it down.
260,10,no put that down .,you can put it down if you want to .,False,subject,data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-01-25.60.annotated.cex,lara,no put that down.,you can put it down if you want to.
261,11,open gate through .,open get through or open gate through ?,False,other,data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-01-25.60.annotated.cex,lara,open gate through.,open get through or open gate through?
262,12,Heidi xxx .,Heidi what ?,False,verb,data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-01-25.60.annotated.cex,lara,Heidi.,Heidi what?
263,13,not scary wary .,"it's not scary wary at all , , is it ?",False,"subject, verb",data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-01-25.60.annotated.cex,lara,not scary wary.,"it's not scary wary at all, is it?"
264,14,can't get that out .,"you can get these out , look .",False,subject,data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-01-25.60.annotated.cex,lara,can't get that out.,"you can get these out, look."
265,15,xxx pink one .,mummy &dada the pink one ?,False,"determiner, subject",data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-01-25.60.annotated.cex,lara,pink one.,mummy the pink one?
266,16,the yellow .,where's the yellow ?,False,verb,data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-01-25.60.annotated.cex,lara,the yellow.,where's the yellow?
267,17,you reading ?,I'm reading .,False,auxiliary,data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-01-25.60.annotated.cex,lara,you reading?,I'm reading.
268,18,that one ?,wanna read this one ?,False,"verb, auxiliary",data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-01-25.60.annotated.cex,lara,that one?,wanna read this one?
269,19,that one ?,I've just read that one .,False,"subject, verb",data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-01-25.60.annotated.cex,lara,that one?,I've just read that one.
270,20,I stuck .,you're not stuck you're stuck .,False,verb,data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-01-25.60.annotated.cex,lara,I stuck.,you're not stuck you're stuck.
271,21,do it again .,do what again ?,True,,data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-01-25.60.annotated.cex,lara,do it again.,do what again?
272,22,I stuck .,you're stuck ?,False,verb,data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-01-25.60.annotated.cex,lara,I stuck.,you're stuck?
273,23,I climb up daddy .,you did climb over daddy .,False,preposition,data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-01-25.60.annotated.cex,lara,I climb up daddy.,you did climb over daddy.
274,24,I climb up daddy .,climbed over daddy,False,preposition,data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-01-25.60.annotated.cex,lara,I climb up daddy.,climbed over daddy.
275,25,"no want , mummy .",don't you want your chocky ?,False,"auxiliary, subject",data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-01-25.60.annotated.cex,lara,"no want, mummy.",don't you want your chocky?
276,26,I step in in it .,you step into it ?,False,preposition,data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-01-25.60.annotated.cex,lara,I step in it.,you step into it?
277,27,want bottle .,you want your bottle .,False,subject,data/hiller_fernandez_2016/data/annotated_data/Lara/Lara-2-01-25.60.annotated.cex,lara,want bottle.,you want your bottle.
